Previous qualification (grade)_bin,Admission grade_bin,Unemployment rate_bin,Inflation rate_bin,GDP_bin,Curricular units 2nd sem (grade)_bin,Curricular units 1st sem (grade)_bin,Age at enrollment_bin,Curricular units 1st sem (evaluations)_bin,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (without evaluations),Target
2,1,0,0,0,2,3,0,0,1,1,1,9773,1,1,1,1,3,4,1,1,0,0,1,1,0,0,0,6,6,0,0,6,6,6,0,Graduate
1,1,2,1,3,2,2,0,0,1,1,1,9773,1,1,1,5,3,4,4,1,0,0,1,1,0,0,0,6,6,0,0,6,9,3,0,Enrolled
1,0,2,0,2,2,2,0,1,1,17,1,9773,1,1,1,3,3,2,3,1,0,0,1,1,0,0,0,6,4,0,0,6,14,3,0,Dropout
1,1,0,3,2,0,2,0,0,1,17,5,9773,1,1,1,38,1,4,4,1,0,0,1,1,0,0,0,6,6,0,0,6,12,0,0,Dropout
1,0,0,1,3,0,0,0,0,1,39,1,9991,0,1,1,37,37,7,9,0,0,0,0,1,0,0,0,5,0,0,0,5,0,0,0,Dropout
2,2,3,0,1,2,2,0,0,1,1,1,9147,1,1,1,5,1,1,5,0,0,0,1,1,0,0,0,5,5,0,0,5,6,5,0,Graduate
0,0,3,3,0,2,2,0,0,1,1,1,9773,1,1,1,2,3,3,3,1,0,1,1,1,0,0,0,6,6,0,0,6,9,6,0,Dropout
1,1,0,1,3,2,2,0,0,1,1,1,9238,1,1,1,1,38,4,6,0,1,1,0,1,0,0,0,6,4,0,0,6,6,5,0,Dropout
1,1,0,0,0,2,2,0,0,1,18,2,9070,1,1,1,38,19,5,5,0,0,0,1,1,0,0,0,6,5,0,0,6,6,4,0,Graduate
1,1,2,0,2,3,3,0,0,1,7,1,9003,1,3,1,3,3,6,2,1,0,0,1,1,0,0,1,6,6,0,2,6,9,6,0,Graduate
1,0,0,3,2,0,0,0,0,1,1,1,171,1,1,1,2,2,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Enrolled
0,0,0,1,3,2,2,0,0,1,1,1,9254,1,1,1,3,2,4,5,0,0,0,1,1,1,0,0,6,6,0,0,6,6,6,0,Graduate
2,2,3,3,0,0,0,0,0,1,44,1,9003,1,39,1,3,19,2,6,0,0,0,1,1,0,0,0,6,0,0,0,6,8,0,0,Dropout
3,2,0,0,0,3,3,0,0,1,1,4,9070,1,1,1,3,3,2,2,1,0,0,1,1,0,0,0,6,6,0,0,6,6,6,0,Graduate
0,0,2,1,3,2,2,0,0,1,1,6,9254,1,1,1,3,1,2,2,1,0,0,1,1,1,0,0,6,6,0,0,6,6,6,0,Graduate
1,1,0,0,0,2,2,0,0,1,17,2,9254,1,1,1,3,3,2,2,0,0,0,0,1,0,0,0,6,5,0,0,6,14,2,0,Dropout
1,1,0,3,2,2,2,0,0,1,1,5,9119,1,1,1,37,37,90,90,1,0,0,1,1,0,0,0,5,3,0,0,5,5,4,0,Graduate
2,1,3,3,0,2,2,0,1,1,43,1,8014,0,1,1,37,37,9,9,0,0,0,1,0,0,0,9,13,9,0,4,11,12,7,0,Enrolled
1,2,3,0,1,0,0,0,0,1,39,1,9991,0,1,1,1,37,9,8,0,0,0,1,0,0,0,0,1,0,0,0,5,8,0,0,Dropout
2,1,0,0,0,0,2,0,0,1,17,3,9670,1,1,1,37,37,8,8,0,0,1,1,0,0,0,0,5,1,0,0,5,5,0,0,Dropout
1,0,0,1,3,2,2,0,1,1,39,1,9556,1,1,1,37,38,9,9,1,0,1,0,0,1,0,0,7,5,0,1,8,15,5,0,Dropout
2,2,1,1,3,3,3,0,0,1,1,1,9670,1,1,1,19,38,9,7,1,0,0,1,0,1,0,0,6,6,0,0,6,7,6,0,Graduate
1,0,1,1,3,0,0,0,0,1,17,1,9991,0,1,1,38,3,9,3,1,0,1,0,0,0,0,0,5,0,0,0,5,6,0,0,Dropout
1,0,1,1,3,2,2,1,0,1,39,1,9147,1,12,1,19,37,7,9,0,0,0,1,0,0,0,0,5,1,2,0,5,9,4,0,Dropout
1,0,0,0,0,2,2,0,0,2,43,1,9500,1,1,1,37,37,9,10,1,0,0,1,0,0,0,0,8,8,0,0,8,8,8,0,Graduate
1,1,1,1,3,2,2,0,0,1,1,1,9085,1,1,1,19,38,9,9,0,0,1,1,0,0,0,0,6,6,0,0,6,13,6,0,Graduate
2,2,0,1,3,2,2,0,0,1,44,1,9085,1,39,1,19,38,194,193,1,0,0,1,0,0,0,0,6,4,0,0,6,12,4,0,Enrolled
0,0,2,0,2,2,2,0,0,1,1,2,9500,1,1,1,38,38,9,8,1,0,0,1,0,1,0,0,7,7,0,0,8,9,8,0,Graduate
0,0,1,1,3,2,2,0,0,1,1,6,9500,1,1,1,38,38,5,5,1,0,0,1,0,0,0,0,7,6,0,0,8,11,6,0,Graduate
1,1,2,3,1,3,3,0,0,1,39,1,9500,1,1,1,38,1,9,4,1,0,0,1,0,0,0,0,8,7,0,0,8,8,7,0,Graduate
1,1,1,1,3,2,2,1,0,2,39,1,9147,1,1,1,37,37,9,9,0,0,0,1,0,0,0,0,5,4,0,0,5,8,4,0,Enrolled
1,1,2,3,1,2,2,0,0,1,1,2,9773,1,1,1,19,38,3,9,1,0,0,1,0,0,0,0,6,4,0,0,6,6,5,0,Graduate
1,0,1,1,3,0,0,0,0,1,17,3,9085,1,1,1,37,38,9,9,0,0,0,1,0,0,0,0,6,0,0,0,6,0,0,0,Dropout
1,1,3,3,0,2,2,0,0,1,1,2,9500,1,1,1,1,1,4,3,1,0,0,1,0,0,0,0,7,7,0,0,8,10,8,0,Graduate
1,1,3,3,0,3,2,0,0,1,1,2,9500,1,1,1,37,37,9,7,1,0,0,1,0,0,0,0,7,7,0,0,8,8,8,0,Graduate
1,1,1,1,3,2,2,0,0,1,17,1,9085,1,1,1,1,19,4,9,1,0,0,1,0,0,0,0,5,5,0,0,5,5,5,0,Graduate
0,0,0,3,2,2,2,0,0,1,1,1,9670,1,1,1,37,19,9,9,1,0,0,1,0,0,0,0,5,3,0,0,5,6,4,0,Enrolled
1,1,1,1,3,3,3,0,0,1,17,4,9500,1,1,1,1,1,4,4,1,0,0,1,0,0,0,0,7,7,0,0,8,8,8,0,Graduate
1,1,2,1,3,2,2,0,0,1,1,1,9238,1,1,1,3,1,4,9,0,0,0,1,0,1,0,0,6,6,0,0,6,6,6,0,Graduate
1,1,2,3,1,2,2,0,0,4,39,1,9991,0,1,1,37,37,9,9,0,0,0,1,0,0,0,0,5,3,0,0,5,8,5,0,Enrolled
0,1,0,3,2,2,2,1,1,2,43,1,9238,1,12,1,37,37,9,9,0,0,0,1,0,0,0,9,16,14,1,11,13,13,11,0,Graduate
1,0,2,0,2,2,2,1,0,1,39,1,8014,0,19,1,37,37,9,9,0,0,0,1,0,0,0,0,6,3,0,0,6,7,1,0,Dropout
1,1,0,0,0,3,2,0,0,1,1,1,9500,1,1,1,37,19,7,7,1,0,0,1,0,1,0,0,8,8,0,0,8,8,8,0,Graduate
1,1,1,1,3,2,2,0,0,1,17,3,9853,1,1,1,38,38,5,7,1,0,0,1,0,0,0,0,6,5,0,0,6,10,3,0,Dropout
1,1,1,1,3,2,2,0,0,1,43,1,9773,1,1,1,1,1,4,8,0,0,0,0,0,0,0,0,6,6,0,0,6,6,6,0,Dropout
1,1,1,1,3,2,3,0,0,1,17,1,9773,1,1,1,2,3,2,2,1,0,0,1,0,1,0,0,6,6,0,0,6,6,6,0,Graduate
0,1,2,0,2,2,3,0,0,1,17,5,9085,1,1,1,1,38,4,7,1,0,0,1,0,1,0,0,6,6,0,0,6,7,6,0,Graduate
1,1,3,0,1,2,2,0,0,1,17,5,9147,1,1,1,37,38,5,5,0,0,0,1,0,1,0,0,5,5,0,0,5,11,5,4,Graduate
2,2,3,0,1,3,3,0,0,1,1,3,9070,1,1,1,38,37,5,5,1,0,0,1,0,0,0,0,6,6,0,0,6,6,6,0,Graduate
1,1,2,3,1,0,2,1,0,1,7,1,9556,1,2,1,37,37,9,9,1,0,0,1,0,1,0,0,7,1,0,0,7,7,0,0,Dropout
1,0,2,0,2,2,2,0,1,1,17,4,9147,1,1,1,38,37,6,7,1,0,0,1,0,1,0,0,5,4,0,0,5,9,4,0,Graduate
1,1,0,3,2,0,0,0,0,1,43,1,9130,1,6,1,1,29,4,90,1,0,0,1,0,1,0,0,5,0,0,0,5,5,0,0,Dropout
1,1,2,0,2,2,2,0,1,1,44,1,9130,1,39,1,1,3,9,2,1,0,1,1,0,1,0,1,6,3,0,1,6,12,1,0,Dropout
1,0,1,1,3,2,2,0,1,1,15,1,9085,1,1,41,3,3,4,2,0,0,0,1,0,0,1,0,6,6,0,0,6,15,6,0,Graduate
1,0,0,0,0,2,2,0,0,1,17,6,9670,1,1,1,1,14,4,5,1,0,0,1,0,0,0,0,5,4,0,0,5,5,4,0,Graduate
1,1,0,3,2,2,2,0,0,1,1,2,9500,1,1,1,38,38,9,7,1,0,0,1,0,0,0,0,7,6,0,0,7,7,6,0,Graduate
1,1,1,1,3,2,2,0,0,2,39,1,9003,1,19,1,37,19,9,4,0,0,1,1,0,0,0,0,6,5,0,0,6,6,6,0,Graduate
1,1,1,1,3,2,2,0,0,1,44,1,9147,1,39,1,19,1,9,3,0,0,0,1,0,1,0,4,7,7,0,2,5,5,5,0,Graduate
1,1,0,3,2,3,3,0,0,1,17,2,9500,1,1,1,37,37,9,9,1,0,0,1,0,0,0,0,7,6,0,0,7,7,6,0,Graduate
1,0,1,1,3,2,2,0,0,1,1,1,9085,1,1,1,2,1,4,10,1,0,0,1,0,0,0,0,5,4,0,0,5,5,5,0,Graduate
0,0,0,1,3,2,2,0,0,1,1,3,9147,1,1,1,1,38,3,8,1,0,0,1,0,1,0,0,5,5,0,0,5,5,5,0,Graduate
0,0,0,1,3,0,0,1,0,1,39,1,8014,0,1,1,12,5,9,4,0,0,1,0,0,0,0,0,6,0,0,0,5,5,0,0,Dropout
2,2,1,1,3,2,3,0,0,1,1,2,9085,1,1,1,37,1,9,9,1,0,0,1,0,1,0,0,5,4,0,0,5,5,5,0,Graduate
1,0,2,3,1,2,2,0,0,1,1,1,9853,1,1,1,19,19,7,7,1,0,0,1,0,0,0,0,6,5,0,0,6,11,1,0,Dropout
1,1,2,1,3,2,2,0,0,1,17,1,9238,1,1,1,1,38,144,181,0,0,0,1,0,1,0,0,6,6,0,0,6,7,6,0,Graduate
1,0,0,0,0,3,2,0,0,1,17,2,9670,1,1,1,3,1,3,1,0,0,0,1,0,0,0,0,5,5,0,0,5,5,5,0,Graduate
1,0,2,3,1,2,2,1,0,2,39,1,9991,0,39,1,38,19,9,5,0,0,0,1,0,1,0,0,5,3,0,0,5,7,5,0,Enrolled
1,1,2,0,2,0,0,0,0,2,39,1,9500,1,1,1,37,38,9,8,0,0,0,1,0,0,0,0,7,0,0,0,8,0,0,0,Dropout
1,0,0,0,0,2,2,0,0,1,43,2,9773,1,1,1,34,34,0,0,1,0,0,1,0,0,0,4,8,7,0,4,7,13,5,0,Dropout
1,1,0,3,2,2,2,2,0,2,1,1,9254,1,1,1,37,37,9,9,0,0,0,1,0,1,0,0,6,4,0,0,6,16,2,0,Dropout
1,0,2,3,1,2,2,2,0,2,39,1,8014,0,1,1,38,38,9,9,0,0,0,1,0,1,0,3,9,8,0,2,7,8,7,0,Graduate
0,1,0,0,0,2,2,1,2,4,42,1,9147,1,1,1,37,37,9,9,0,0,0,1,0,0,0,8,14,11,3,5,10,12,10,0,Graduate
1,1,0,3,2,2,2,0,0,1,43,1,9500,1,1,1,37,37,9,6,1,0,0,1,0,0,0,0,7,6,0,0,7,8,6,0,Enrolled
1,1,1,1,3,0,2,2,0,1,39,1,9003,1,19,1,37,37,9,9,0,0,0,1,0,0,0,0,6,1,0,0,6,6,0,0,Dropout
0,0,3,3,0,2,2,0,1,5,7,1,9147,1,40,1,37,37,9,9,0,0,0,1,0,0,0,10,15,13,0,5,10,10,7,0,Graduate
1,0,1,1,3,2,2,1,1,1,51,1,33,1,1,1,19,19,9,9,0,0,0,1,0,0,0,10,12,10,0,5,10,11,5,0,Dropout
0,0,1,1,3,3,2,0,0,1,1,1,9147,1,1,1,38,38,9,9,1,0,0,1,0,1,0,0,5,5,0,0,5,7,5,0,Graduate
1,0,0,3,2,2,2,0,0,1,43,3,9147,1,1,21,3,37,3,3,1,0,0,1,0,0,1,0,5,1,0,0,5,8,2,0,Dropout
1,0,3,0,1,2,2,1,1,4,39,1,8014,0,1,1,37,37,9,8,0,0,0,1,0,1,0,0,6,2,0,0,6,7,6,0,Graduate
1,1,3,3,0,3,2,0,0,1,17,2,9556,1,1,41,1,1,7,7,1,0,0,1,0,0,1,0,7,7,0,0,8,8,8,0,Graduate
1,1,1,1,3,2,2,3,1,2,7,1,8014,0,3,1,35,35,90,90,0,0,0,0,0,0,0,10,15,12,0,8,8,8,8,0,Dropout
1,1,0,1,3,2,2,0,1,2,53,1,9147,1,42,1,19,19,175,152,0,0,0,1,0,0,0,6,11,9,0,3,9,16,9,0,Enrolled
1,1,0,0,0,2,2,0,0,1,1,4,9254,1,1,1,38,36,9,9,1,0,0,1,0,1,0,0,6,6,0,0,6,9,6,0,Graduate
2,1,0,3,2,2,2,0,0,2,39,1,9991,0,1,1,37,37,9,6,0,0,1,1,1,0,0,0,5,4,0,0,5,7,4,0,Enrolled
1,2,2,3,1,2,2,1,0,4,43,1,9991,0,1,1,37,37,5,5,0,0,0,1,1,0,0,0,5,5,0,0,5,6,5,0,Graduate
2,2,1,1,3,0,2,1,1,1,7,1,9556,1,43,1,38,19,9,9,0,0,0,1,1,0,0,0,7,1,0,0,7,13,0,1,Dropout
0,0,1,1,3,2,2,0,0,1,17,6,9670,1,1,1,38,19,0,1,0,0,0,0,1,0,0,0,6,4,0,0,6,11,3,0,Dropout
2,1,0,0,0,2,2,0,0,1,39,1,9991,0,1,1,1,37,4,6,0,0,0,1,1,0,0,0,5,4,0,0,5,6,5,0,Graduate
1,0,3,3,0,2,2,1,1,1,39,1,9003,1,19,1,37,37,9,7,0,0,0,1,1,0,0,17,18,18,0,11,13,13,13,0,Graduate
1,1,3,0,1,0,2,0,1,1,1,1,9238,1,1,1,1,1,5,5,0,0,0,1,1,0,0,0,6,1,0,0,6,7,0,0,Dropout
1,0,3,3,0,0,2,1,1,1,39,1,9003,1,1,1,37,37,9,7,1,0,0,0,1,0,0,0,6,1,0,0,6,8,0,0,Dropout
3,2,0,3,2,2,2,0,1,1,1,1,9238,1,1,1,37,37,0,0,1,0,0,1,0,0,0,0,6,2,0,0,6,14,1,0,Dropout
1,1,1,1,3,2,2,0,0,1,17,3,9500,1,1,1,19,3,9,5,1,0,0,1,0,0,0,0,8,7,0,0,8,8,7,0,Enrolled
1,0,3,0,1,2,2,0,0,1,43,1,9500,1,1,1,38,19,9,10,0,0,0,1,0,0,0,0,7,6,0,0,7,7,6,0,Enrolled
1,0,1,1,3,2,2,0,0,1,17,2,8014,0,1,1,19,1,5,10,1,0,0,1,0,0,0,0,6,4,0,0,6,8,4,0,Graduate
1,1,1,1,3,2,2,0,0,1,17,2,9500,1,1,1,37,37,7,7,1,0,0,1,0,1,0,0,7,5,0,0,7,8,6,0,Enrolled
1,1,2,1,3,2,2,0,0,1,39,1,9500,1,1,1,19,19,3,7,0,0,1,0,0,0,0,0,7,4,0,0,7,10,5,0,Dropout
1,0,3,0,1,3,3,0,0,1,17,1,9238,1,1,1,1,38,9,7,0,0,0,1,0,0,0,0,6,6,0,0,6,7,6,0,Graduate
1,1,2,3,1,0,0,0,0,1,1,5,9500,1,1,1,38,19,7,7,1,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,Dropout
1,1,2,0,2,0,0,0,0,1,1,1,171,1,1,1,19,19,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Dropout
1,1,1,1,3,3,2,0,0,1,17,1,9500,1,1,1,19,1,9,7,1,0,0,1,0,1,0,0,7,7,0,0,8,8,8,0,Graduate
1,1,3,3,0,2,2,0,0,1,17,1,9500,1,1,1,37,37,9,8,1,0,0,1,0,1,0,0,7,7,0,0,8,8,8,0,Graduate
1,1,1,1,3,3,2,0,0,1,1,4,9085,1,1,1,38,37,9,9,1,0,0,1,0,1,0,0,5,5,0,0,5,5,5,0,Graduate
2,2,2,1,3,2,3,0,0,1,44,1,8014,0,39,1,1,37,9,7,0,0,0,1,0,1,0,3,6,6,0,2,6,6,6,0,Graduate
1,1,3,3,0,2,2,0,0,1,1,3,9773,1,1,1,1,1,3,5,1,0,0,1,0,0,0,0,6,6,0,0,6,7,6,0,Graduate
1,1,0,0,0,2,2,1,1,2,43,1,9254,1,3,1,38,37,9,3,1,0,0,1,0,0,0,9,12,10,0,9,11,11,11,0,Graduate
1,1,2,3,1,2,2,1,1,1,7,1,8014,0,3,1,19,37,5,3,0,0,0,1,0,0,0,7,11,11,0,5,11,13,7,0,Graduate
1,1,0,0,0,2,2,0,0,1,1,6,9500,1,1,1,19,19,1,4,1,0,0,1,0,1,0,0,8,8,0,0,8,8,8,0,Graduate
1,0,2,3,1,0,0,1,0,2,39,1,9500,1,1,1,19,19,9,7,0,0,0,1,0,0,0,0,7,0,0,0,8,0,0,0,Dropout
1,0,3,3,0,2,2,1,0,2,39,1,8014,0,1,1,19,19,9,7,0,0,0,1,0,1,0,0,6,6,0,0,6,8,5,0,Graduate
2,2,1,1,3,3,3,0,0,1,1,2,9085,1,1,1,40,40,3,7,1,0,0,1,0,0,0,0,6,6,0,0,6,10,6,0,Dropout
1,0,0,1,3,2,2,1,0,1,51,1,9070,1,12,1,37,19,3,7,0,0,1,1,0,0,0,2,6,5,0,4,6,12,6,0,Enrolled
1,0,0,1,3,2,2,0,0,1,1,1,9254,1,1,1,1,1,9,10,0,0,0,1,1,0,0,0,6,6,0,0,6,9,5,0,Enrolled
0,0,1,1,3,0,0,1,0,1,43,1,9991,0,1,1,3,19,1,1,0,0,0,0,1,0,0,0,5,0,0,0,5,6,0,0,Dropout
1,1,0,3,2,3,3,1,0,2,1,1,9991,0,1,1,37,19,9,9,1,0,0,1,1,0,0,0,5,5,0,0,5,5,5,0,Graduate
1,1,2,3,1,3,2,1,0,1,7,1,9119,1,3,1,19,19,1,1,0,0,0,0,1,0,0,1,5,1,0,2,5,5,2,0,Dropout
3,3,3,0,1,0,0,0,0,1,1,1,171,1,1,1,1,1,4,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Graduate
1,0,2,3,1,2,2,0,1,1,43,1,9991,0,1,1,37,37,9,9,0,0,1,0,1,0,0,4,9,4,0,1,6,6,1,0,Dropout
1,1,0,0,0,2,2,0,0,1,16,2,9070,1,1,1,1,1,3,1,1,0,1,1,1,0,0,0,6,5,0,0,6,7,6,0,Graduate
0,0,3,3,0,2,2,0,0,1,1,1,9773,1,1,1,1,37,5,9,0,0,0,1,1,1,0,0,6,6,0,0,6,11,3,0,Graduate
1,1,1,1,3,0,0,0,0,1,1,6,9147,1,1,1,38,37,7,7,0,1,0,1,1,0,0,0,5,0,0,0,5,0,0,0,Dropout
1,1,0,3,2,0,2,0,0,1,17,4,9147,1,1,1,19,1,0,4,1,0,0,1,1,0,0,0,5,2,0,0,5,10,0,0,Dropout
0,0,2,1,3,2,2,0,0,1,17,3,9119,1,1,1,3,1,3,3,1,0,0,0,1,0,0,0,5,5,0,0,5,7,5,0,Dropout
0,0,0,0,0,0,0,0,0,1,39,1,171,1,1,1,12,3,5,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Dropout
1,1,0,1,3,2,2,0,0,1,1,1,171,1,1,1,1,3,2,2,0,0,0,1,1,0,0,4,10,5,0,2,7,8,2,0,Enrolled
1,1,0,0,0,2,2,0,1,2,43,1,9991,0,1,1,37,37,9,9,1,0,0,1,1,0,0,6,10,9,0,7,10,12,8,0,Graduate
2,2,3,0,1,2,0,0,0,1,39,1,9130,1,39,1,1,3,4,1,0,0,0,1,1,0,0,0,6,0,0,0,6,8,1,1,Dropout
1,0,0,0,0,2,3,1,1,5,39,1,9119,1,1,1,37,37,9,9,0,0,1,1,1,1,0,0,5,1,0,0,5,10,2,0,Enrolled
0,0,1,1,3,2,2,0,0,1,17,1,9147,1,1,1,1,1,4,4,0,0,0,1,1,0,0,0,5,5,0,0,5,11,3,0,Enrolled
1,1,3,0,1,2,2,0,0,1,1,1,9238,1,1,1,1,19,9,9,0,0,0,1,1,1,0,0,6,5,0,0,6,9,6,0,Graduate
0,1,0,3,2,2,2,1,1,1,43,1,9254,1,1,1,12,19,9,9,0,0,0,0,1,0,0,3,8,5,0,3,7,12,5,0,Dropout
1,0,0,3,2,2,2,0,0,1,17,1,9119,1,1,1,1,1,9,9,0,0,1,0,1,0,0,0,5,2,0,0,5,8,2,2,Dropout
1,0,0,3,2,2,2,0,0,1,39,2,9670,1,19,1,34,34,0,0,1,0,0,0,1,0,0,0,5,1,0,0,5,6,3,1,Dropout
1,1,0,3,2,2,2,0,0,1,1,6,9773,1,1,1,38,38,9,9,1,0,0,1,1,0,0,0,6,4,0,0,6,13,5,0,Graduate
1,1,1,1,3,2,0,0,0,1,17,4,9773,1,1,1,3,1,2,7,1,0,0,1,1,0,0,0,6,0,0,0,6,11,1,0,Enrolled
1,1,3,0,1,0,2,0,1,1,44,1,9003,1,39,1,19,19,4,4,1,0,0,0,1,0,0,0,6,2,0,0,6,10,0,0,Dropout
2,0,0,3,2,2,2,1,0,1,43,1,9670,1,1,1,34,34,99,99,0,0,0,0,1,0,0,6,10,7,0,4,9,9,4,0,Dropout
1,1,0,3,2,2,2,0,0,1,39,1,9085,1,1,1,37,36,90,7,0,0,0,1,1,0,0,0,5,3,0,0,5,10,3,0,Dropout
1,1,1,1,3,2,2,0,0,1,17,1,9670,1,1,1,1,1,4,3,0,0,0,1,1,0,0,0,6,4,0,0,6,9,4,0,Enrolled
1,1,0,0,0,0,0,0,0,1,1,3,9773,1,1,1,34,1,5,10,1,0,0,0,1,0,0,0,4,0,1,0,6,0,0,0,Dropout
1,1,2,0,2,2,2,0,0,1,17,1,9670,1,1,1,1,1,4,8,0,0,1,0,1,0,0,0,6,5,0,0,6,8,4,0,Enrolled
1,1,3,0,1,2,2,0,0,1,1,1,9070,1,1,1,3,19,4,4,1,0,0,1,1,1,0,0,6,6,0,0,6,8,6,2,Graduate
2,2,0,0,0,2,2,0,0,1,1,1,9119,1,1,1,37,37,9,6,0,0,0,1,1,0,0,0,5,1,0,0,5,7,2,0,Enrolled
0,1,0,1,3,2,2,1,0,1,39,1,9085,1,1,1,40,1,5,6,0,0,1,0,1,0,0,5,7,5,0,3,7,7,3,0,Dropout
1,0,0,3,2,2,2,0,1,1,1,1,9254,1,1,1,37,38,9,8,1,0,0,1,1,0,0,0,6,2,0,0,6,12,1,0,Dropout
1,0,2,0,2,0,0,1,1,1,39,1,9500,1,1,1,37,37,9,8,0,0,0,1,1,0,0,0,7,0,0,0,7,7,0,0,Dropout
1,1,0,0,0,0,0,0,0,1,39,1,9147,1,12,1,37,37,9,9,0,0,0,1,1,0,0,0,5,0,0,0,5,0,0,0,Dropout
1,1,2,0,2,2,2,0,0,1,39,1,9003,1,1,1,38,37,9,4,0,0,0,1,1,0,0,0,6,6,0,0,6,10,5,0,Graduate
1,1,1,1,3,0,2,1,1,1,51,1,9670,1,19,1,2,1,3,10,0,0,1,1,1,0,0,1,6,2,0,0,6,7,0,0,Dropout
1,1,1,1,3,2,2,0,0,1,1,1,8014,0,1,1,3,1,2,9,1,0,0,1,1,0,0,0,6,6,0,0,6,6,6,0,Enrolled
1,1,3,0,1,2,2,1,1,2,44,1,9003,1,39,1,37,37,4,7,0,0,0,1,1,0,0,0,6,1,0,0,6,23,2,1,Dropout
1,0,2,0,2,2,2,0,0,1,39,1,9119,1,1,1,1,12,4,3,0,0,0,1,1,0,0,1,6,3,0,2,6,7,2,0,Dropout
1,1,2,0,2,2,2,0,0,1,1,1,9773,1,1,1,38,1,5,7,1,0,0,1,1,1,0,0,6,6,0,0,6,8,5,0,Graduate
2,1,0,0,0,3,3,0,0,1,1,1,9500,1,1,1,38,37,9,9,0,0,0,1,1,1,0,0,8,8,0,0,8,8,8,0,Graduate
1,0,3,3,0,0,2,1,1,2,39,2,9003,1,19,1,38,19,4,1,0,0,0,0,1,0,0,2,8,2,2,0,7,9,0,0,Dropout
1,1,2,1,3,2,2,0,1,1,44,1,9119,1,39,1,3,19,3,4,0,0,0,1,1,0,0,0,5,1,0,0,5,8,3,0,Enrolled
1,0,3,0,1,0,0,0,1,1,43,1,9003,1,1,1,3,3,1,2,0,0,0,1,1,0,0,0,6,0,0,0,6,10,0,0,Dropout
1,2,2,1,3,0,0,1,0,4,39,1,9500,1,1,1,1,19,3,3,0,0,0,1,0,0,0,0,7,0,0,0,8,0,0,0,Dropout
2,1,0,3,2,2,2,0,0,1,1,1,9147,1,1,1,1,37,9,9,1,0,0,1,0,0,0,0,5,4,0,0,5,8,5,0,Enrolled
1,0,1,1,3,2,2,0,0,1,17,4,9670,1,1,1,1,1,4,7,0,0,0,0,0,0,0,0,6,3,0,0,6,10,5,0,Dropout
1,1,0,1,3,3,2,0,0,1,1,1,9773,1,1,1,19,1,9,9,1,0,0,1,0,1,0,0,6,6,0,0,6,6,6,0,Graduate
1,0,0,1,3,2,2,0,0,1,1,4,9147,1,1,1,1,1,9,7,1,0,0,1,0,1,0,0,5,5,0,0,5,10,5,0,Graduate
2,2,3,3,0,0,0,1,0,1,7,1,9147,1,2,1,3,37,2,5,1,0,1,0,0,0,0,0,5,0,0,0,5,5,0,0,Dropout
1,1,0,3,2,2,2,0,0,1,17,3,9853,1,1,1,34,34,0,0,1,0,0,1,0,0,0,0,6,5,0,0,6,8,4,0,Dropout
1,1,0,0,0,2,2,0,1,1,1,1,9238,1,1,1,34,37,5,5,0,0,0,0,0,0,0,0,6,2,0,0,6,13,1,0,Dropout
1,0,0,3,2,2,2,0,0,1,1,1,9991,0,1,1,37,37,9,3,0,0,0,1,1,0,0,0,5,2,0,0,5,10,3,0,Enrolled
1,1,0,3,2,3,3,0,0,1,1,4,9500,1,1,1,19,38,9,3,1,0,0,1,0,0,0,0,7,6,0,0,7,7,6,0,Graduate
2,1,1,1,3,3,2,0,0,1,1,6,9500,1,1,1,19,37,9,9,1,0,0,1,0,1,0,0,8,7,0,0,8,8,7,0,Enrolled
2,2,0,3,2,2,2,0,0,1,17,1,9254,1,1,1,1,1,9,10,0,0,1,1,0,0,0,0,6,4,0,0,6,12,3,0,Dropout
1,1,2,3,1,0,0,0,0,1,7,1,9147,1,3,1,37,37,9,9,0,0,0,1,0,0,0,0,5,0,0,0,5,0,0,0,Dropout
1,1,0,3,2,2,2,0,1,1,1,6,9500,1,1,1,37,1,5,4,1,0,0,1,0,0,0,6,14,7,5,6,14,22,7,5,Graduate
1,1,2,0,2,2,2,0,0,1,17,2,9254,1,1,1,1,19,9,9,1,0,0,1,0,1,0,0,6,6,0,0,6,7,6,0,Graduate
1,1,2,0,2,2,2,0,0,1,17,1,9147,1,1,1,37,37,9,7,0,0,0,1,0,1,0,0,5,5,0,0,5,6,5,0,Graduate
0,0,2,1,3,2,2,0,0,1,1,1,9238,1,1,1,19,38,9,7,1,0,0,1,0,1,0,0,6,6,0,0,6,6,6,0,Graduate
